Record number,Number of inquiries in the past three months,Age of the most recent inquiry,Number of derogatory public records,Age of the most recent derogatory public record,Bankruptcy on file,Subject’s age,Subject’s average income in last 5 years,Credit Score,Education,Number of bank accounts opened in last 5 years,Number of bank accounts closed in last 5 years,Marital_status,Gendre,Head of household,Housing  type
35154,3,14,5,3,FALSE,66,175,730,None,6,0,Widowed,Female,FALSE,Rental
35155,4,6,11,1,FALSE,63,49,600,PhD,4,0,Married,Male,FALSE,Owner
35156,1,1,2,4,TRUE,20,175,800,None,3,0,Separated,Male,FALSE,Owner
35157,7,4,1,4,FALSE,48,75,660,PhD,6,1,Divorced,Male,FALSE,Rental
35158,5,8,1,3,TRUE,24,250,620,BS,4,1,Separated,Male,FALSE,Owner
35159,1,12,0,6,TRUE,70,310,NaN,HS,0,2,Single,Female,TRUE,Owner
35160,3,14,1,3,TRUE,35,310,810,BS,5,0,Separated,Female,TRUE,Owner
35161,8,7,5,4,TRUE,63,75,NaN,None,6,1,Widowed,Male,TRUE,Rental
35162,2,12,11,3,TRUE,30,125,730,PhD,6,1,Single,Female,FALSE,Owner
35163,2,7,2,1,FALSE,30,125,730,MS,5,1,Widowed,Male,TRUE,Owner
35164,0,4,11,1,FALSE,60,49,730,BS,2,2,Single,Male,FALSE,Owner
35165,9,9,1,3,FALSE,48,250,730,MS,5,2,Married,Female,TRUE,Owner
35166,10,3,0,4,TRUE,35,125,620,None,6,1,Widowed,Female,TRUE,Owner
35167,2,2,1,1,TRUE,65,75,620,BS,1,0,Widowed,Female,TRUE,Rental
35168,9,4,5,6,FALSE,NaN,250,800,HS,1,1,Single,Male,FALSE,Rental
35169,10,2,5,6,FALSE,70,75,620,MS,2,0,Widowed,Male,FALSE,Rental
35170,8,2,0,3,FALSE,57,49,NaN,MS,1,3,Single,Male,FALSE,Rental
35171,5,6,1,1,FALSE,57,175,730,None,1,3,Married,Male,FALSE,Rental
35172,8,2,0,6,TRUE,20,125,810,PhD,5,3,Single,Male,TRUE,Owner
35173,0,13,2,3,TRUE,70,75,500,None,0,0,Separated,Male,FALSE,Rental
35174,7,8,1,3,TRUE,37,125,600,MS,4,2,Widowed,Male,FALSE,Owner
35175,7,2,2,4,TRUE,24,310,600,None,1,2,Married,Male,TRUE,Rental
35176,1,6,0,1,FALSE,20,250,300,BS,6,2,Separated,Male,TRUE,Rental
35177,8,15,11,1,TRUE,66,175,660,None,6,0,Divorced,Male,TRUE,Owner
35178,8,3,0,6,TRUE,50,175,800,MS,4,1,Single,Female,FALSE,Owner
35179,7,5,5,1,TRUE,63,310,600,HS,5,0,Single,Female,FALSE,Owner
35180,0,13,1,4,TRUE,65,310,730,PhD,4,2,Widowed,Female,TRUE,Owner
35181,1,3,2,4,TRUE,35,310,670,PhD,0,3,Single,Male,FALSE,Owner
35182,0,13,2,4,FALSE,44,310,810,PhD,6,2,Single,Female,TRUE,Owner
35183,5,14,2,1,FALSE,70,250,660,BS,1,0,Widowed,Female,FALSE,Owner
35184,4,2,0,3,TRUE,24,75,760,HS,6,0,Divorced,Female,FALSE,Rental
35185,2,8,0,4,FALSE,67,310,600,PhD,5,1,Widowed,Female,FALSE,Owner
35186,9,13,1,4,TRUE,NaN,250,300,None,0,2,Widowed,Male,TRUE,Rental
35187,5,13,0,6,FALSE,65,125,730,PhD,6,3,Separated,Female,FALSE,Rental
35188,2,4,11,1,TRUE,44,75,670,PhD,6,2,Married,Female,TRUE,Rental
35189,9,5,2,1,FALSE,48,125,670,HS,1,1,Single,Male,FALSE,Rental
35190,4,5,1,3,TRUE,77,310,800,BS,4,3,Separated,Female,TRUE,Rental
35191,7,11,5,3,TRUE,44,250,600,MS,4,1,Divorced,Female,FALSE,Owner
35192,4,12,5,6,FALSE,37,49,730,BS,6,2,Single,Male,TRUE,Rental
35193,3,12,0,3,FALSE,65,49,660,BS,5,2,Widowed,Male,TRUE,Owner
35194,6,11,5,6,FALSE,20,125,730,BS,1,1,Widowed,Female,TRUE,Owner
35195,5,12,1,3,FALSE,70,310,800,BS,1,3,Widowed,Male,TRUE,Rental
35196,7,9,0,1,FALSE,57,49,810,HS,0,0,Widowed,Male,TRUE,Rental
35197,7,8,5,3,TRUE,60,75,NaN,HS,2,3,Divorced,Male,FALSE,Rental
35198,7,15,0,3,TRUE,77,125,730,None,5,1,Married,Male,FALSE,Rental
35199,6,6,1,6,FALSE,37,175,760,MS,5,3,Married,Female,FALSE,Owner
35200,2,11,11,1,FALSE,37,310,600,None,0,0,Married,Male,FALSE,Rental
35201,4,2,11,4,FALSE,48,125,670,HS,0,2,Separated,Male,TRUE,Rental
35202,10,5,1,4,FALSE,NaN,175,500,BS,3,3,Single,Male,FALSE,Rental
35203,3,1,5,6,FALSE,56,49,800,BS,3,1,Widowed,Female,FALSE,Owner
35204,4,9,1,4,TRUE,77,75,800,None,1,1,Single,Male,FALSE,Rental
35205,5,15,2,1,TRUE,65,310,NaN,PhD,3,3,Divorced,Male,TRUE,Rental
35206,9,2,1,4,FALSE,22,250,800,None,2,1,Separated,Female,TRUE,Owner
35207,9,10,0,1,TRUE,66,310,620,BS,2,0,Separated,Female,TRUE,Rental
35208,3,6,0,3,TRUE,56,125,730,MS,3,0,Separated,Male,FALSE,Rental
35209,10,15,5,3,FALSE,40,175,620,None,2,0,Divorced,Male,TRUE,Rental
35210,6,15,1,3,FALSE,66,175,760,PhD,3,3,Widowed,Female,TRUE,Rental
35211,10,12,1,4,FALSE,24,310,620,MS,4,3,Married,Male,TRUE,Owner
35212,3,14,11,1,TRUE,50,175,600,PhD,0,3,Widowed,Male,TRUE,Rental
35213,3,13,11,1,FALSE,66,49,620,None,5,2,Separated,Male,FALSE,Owner
35214,8,11,5,3,TRUE,30,75,NaN,MS,6,3,Married,Female,FALSE,Owner
35215,2,1,0,3,TRUE,44,49,660,PhD,6,3,Married,Male,FALSE,Owner
35216,3,4,0,4,FALSE,35,250,NaN,None,4,1,Single,Female,FALSE,Owner
35217,2,8,1,1,FALSE,20,310,730,MS,0,2,Single,Male,TRUE,Rental
35218,3,12,0,4,FALSE,57,75,300,HS,2,0,Separated,Female,FALSE,Rental
35219,6,13,11,4,TRUE,56,49,760,PhD,0,1,Married,Male,TRUE,Rental
35220,4,12,0,1,FALSE,NaN,49,760,None,3,1,Separated,Female,TRUE,Owner
35221,10,6,11,3,FALSE,NaN,175,810,HS,2,2,Separated,Female,TRUE,Rental
35222,8,14,1,1,FALSE,66,75,620,None,6,0,Widowed,Male,FALSE,Rental
35223,1,11,0,4,TRUE,67,75,500,PhD,4,3,Divorced,Female,FALSE,Owner
35224,1,14,2,4,FALSE,37,75,800,None,5,2,Divorced,Male,FALSE,Rental
35225,7,7,0,4,FALSE,37,175,300,MS,0,2,Single,Male,TRUE,Rental
35226,2,6,11,6,TRUE,66,125,620,BS,6,1,Divorced,Male,FALSE,Rental
35227,9,5,2,4,TRUE,50,310,300,PhD,4,0,Widowed,Female,FALSE,Rental
35228,10,6,11,4,TRUE,40,75,760,MS,5,3,Divorced,Male,TRUE,Owner
35229,10,12,2,4,TRUE,70,49,620,PhD,1,2,Married,Male,TRUE,Owner
35230,5,7,2,6,FALSE,65,175,300,None,4,0,Single,Female,TRUE,Owner
35231,8,12,5,1,TRUE,77,250,500,None,1,3,Single,Female,FALSE,Owner
35232,10,1,1,4,FALSE,NaN,310,620,BS,1,1,Single,Male,TRUE,Owner
35233,3,7,2,6,FALSE,40,250,760,BS,4,3,Single,Female,TRUE,Rental
35234,5,3,0,3,TRUE,60,175,730,BS,5,1,Married,Female,TRUE,Owner
35235,5,9,2,4,FALSE,60,175,300,HS,0,3,Widowed,Male,TRUE,Owner
35236,8,15,1,1,TRUE,70,125,600,None,6,2,Divorced,Male,TRUE,Rental
35237,0,12,1,4,TRUE,65,250,810,BS,4,0,Divorced,Female,TRUE,Rental
35238,8,3,5,4,FALSE,77,250,760,None,5,3,Married,Female,FALSE,Rental
35239,10,10,1,1,FALSE,50,125,670,None,2,2,Divorced,Male,FALSE,Owner
35240,5,10,1,4,FALSE,35,75,850,HS,0,2,Separated,Female,FALSE,Rental
35241,5,8,1,3,TRUE,44,250,300,MS,5,2,Divorced,Female,TRUE,Rental
35242,9,3,2,6,FALSE,22,310,800,None,3,2,Divorced,Male,TRUE,Owner
35243,3,8,2,4,FALSE,22,49,660,PhD,2,3,Single,Female,TRUE,Rental
35244,0,15,11,1,FALSE,30,310,620,BS,6,2,Separated,Male,TRUE,Rental
35245,7,4,11,6,TRUE,35,125,620,BS,1,0,Widowed,Female,FALSE,Rental
35246,10,3,0,1,FALSE,50,175,810,BS,5,2,Single,Female,TRUE,Owner
35247,10,14,5,1,FALSE,35,125,500,HS,6,3,Divorced,Male,TRUE,Owner
35248,7,13,0,4,TRUE,66,125,300,HS,2,1,Single,Male,FALSE,Rental
35249,1,13,0,4,FALSE,70,49,730,MS,6,3,Widowed,Male,TRUE,Owner
35250,5,15,0,1,FALSE,40,250,760,None,1,2,Widowed,Male,FALSE,Owner
35251,10,6,2,6,FALSE,37,49,850,MS,6,2,Divorced,Female,TRUE,Owner
35252,6,7,2,6,TRUE,67,125,620,BS,3,0,Married,Male,TRUE,Rental
35253,10,6,11,3,TRUE,22,310,850,BS,3,2,Separated,Male,TRUE,Rental
35254,1,8,1,4,TRUE,67,75,810,HS,4,1,Married,Female,FALSE,Rental
35255,5,15,0,4,TRUE,35,175,620,PhD,3,0,Married,Female,FALSE,Rental
35256,3,10,5,6,FALSE,NaN,250,620,HS,1,0,Divorced,Female,TRUE,Owner
35257,5,6,0,6,FALSE,22,175,500,PhD,2,0,Separated,Female,TRUE,Rental
35258,7,15,2,4,FALSE,50,175,NaN,HS,4,1,Widowed,Male,FALSE,Owner
35259,8,13,0,1,TRUE,40,49,760,MS,3,1,Separated,Male,TRUE,Rental
35260,2,9,11,1,FALSE,57,75,800,MS,6,1,Divorced,Male,FALSE,Owner
35261,3,10,11,4,FALSE,57,310,660,MS,6,3,Separated,Male,TRUE,Owner
35262,7,9,0,1,FALSE,40,175,670,HS,4,0,Single,Female,TRUE,Owner
35263,9,13,11,4,FALSE,44,175,500,PhD,2,3,Widowed,Female,TRUE,Rental
35264,8,10,11,4,TRUE,NaN,175,300,PhD,0,3,Separated,Female,FALSE,Owner
35265,2,13,11,1,FALSE,66,310,810,HS,1,3,Married,Male,TRUE,Owner
35266,4,11,0,4,FALSE,57,310,NaN,BS,6,2,Married,Female,TRUE,Owner
35267,7,10,2,4,TRUE,24,125,850,BS,4,2,Single,Male,FALSE,Owner
35268,6,10,2,6,FALSE,30,310,300,PhD,6,0,Divorced,Male,TRUE,Owner
35269,6,11,11,6,TRUE,70,250,800,PhD,2,0,Married,Female,FALSE,Rental
35270,3,3,0,6,TRUE,20,175,NaN,None,4,1,Single,Male,FALSE,Rental
35271,2,2,1,1,TRUE,63,175,620,None,6,3,Married,Male,TRUE,Owner
35272,10,5,1,1,TRUE,70,75,300,PhD,2,2,Separated,Male,FALSE,Owner
35273,4,13,11,3,FALSE,24,75,660,PhD,4,2,Divorced,Male,FALSE,Rental
35274,1,12,2,4,TRUE,56,49,800,BS,3,1,Single,Female,TRUE,Rental
35275,10,10,11,6,FALSE,40,75,760,PhD,3,1,Single,Male,FALSE,Owner
35276,3,3,2,3,TRUE,48,175,760,BS,0,2,Married,Male,TRUE,Rental
35277,7,12,1,6,FALSE,66,250,760,HS,4,1,Separated,Female,TRUE,Rental
35278,10,13,0,3,FALSE,30,175,500,PhD,2,2,Single,Male,FALSE,Owner
35279,10,10,2,4,FALSE,35,175,670,None,2,3,Single,Female,TRUE,Rental
35280,3,8,2,4,FALSE,40,125,810,PhD,5,1,Separated,Female,FALSE,Owner
35281,2,14,2,6,TRUE,56,75,670,None,4,0,Divorced,Female,FALSE,Owner
35282,9,15,11,3,TRUE,24,175,730,BS,2,2,Married,Male,FALSE,Rental
35283,6,8,5,1,FALSE,35,125,600,MS,6,0,Married,Female,FALSE,Rental
35284,10,7,1,1,TRUE,65,125,NaN,PhD,5,0,Single,Female,TRUE,Rental
35285,8,4,5,3,TRUE,50,125,810,MS,0,3,Separated,Female,TRUE,Owner
35286,8,8,2,6,TRUE,65,49,800,BS,5,2,Divorced,Female,TRUE,Rental
35287,5,10,1,4,TRUE,77,125,500,MS,2,1,Separated,Female,TRUE,Rental
35288,4,4,5,4,FALSE,70,75,600,PhD,5,1,Married,Male,TRUE,Owner
35289,5,13,1,1,TRUE,65,310,500,PhD,4,1,Widowed,Female,TRUE,Owner
35290,9,10,11,3,FALSE,50,75,810,MS,2,2,Divorced,Male,TRUE,Owner
35291,8,14,0,4,TRUE,60,75,600,HS,5,1,Separated,Male,TRUE,Owner
35292,5,15,0,4,TRUE,70,75,600,BS,4,0,Single,Male,TRUE,Owner
35293,2,2,2,3,TRUE,50,125,760,MS,3,2,Single,Female,FALSE,Owner
35294,6,10,2,3,TRUE,24,125,810,MS,2,1,Married,Female,FALSE,Rental
35295,10,1,5,4,TRUE,48,125,300,MS,3,3,Divorced,Male,TRUE,Owner
35296,2,8,0,1,FALSE,60,250,670,HS,3,3,Separated,Female,TRUE,Rental
35297,9,1,5,4,FALSE,65,175,660,PhD,1,1,Divorced,Male,TRUE,Rental
35298,7,1,11,1,TRUE,NaN,310,730,HS,0,2,Separated,Female,FALSE,Rental
35299,5,11,5,6,FALSE,20,310,670,BS,2,2,Married,Male,TRUE,Owner
35300,6,9,0,6,TRUE,57,125,600,None,4,3,Divorced,Female,TRUE,Rental
35301,2,12,0,4,TRUE,57,75,800,HS,3,2,Widowed,Male,TRUE,Owner
35302,7,9,2,3,TRUE,57,250,850,HS,5,1,Single,Male,TRUE,Owner
35303,6,6,5,6,FALSE,40,175,850,HS,0,3,Widowed,Female,TRUE,Owner
35304,3,9,0,4,TRUE,63,175,300,HS,6,3,Widowed,Male,TRUE,Rental
35305,8,6,2,6,TRUE,24,75,300,BS,6,1,Married,Female,FALSE,Rental
35306,10,13,2,3,TRUE,65,75,850,BS,1,3,Separated,Male,FALSE,Owner
35307,3,3,11,1,TRUE,63,75,660,PhD,3,2,Single,Male,TRUE,Rental
35308,7,11,5,6,TRUE,67,125,300,PhD,4,2,Single,Female,FALSE,Owner
35309,3,13,5,3,FALSE,65,75,760,PhD,5,1,Married,Male,TRUE,Owner
35310,2,10,2,3,TRUE,37,175,730,MS,0,2,Single,Female,FALSE,Rental
35311,9,15,5,1,TRUE,66,175,NaN,MS,1,3,Widowed,Female,TRUE,Rental
35312,9,13,1,3,FALSE,77,49,760,PhD,1,0,Married,Female,TRUE,Owner
35313,0,9,1,4,FALSE,67,310,620,MS,4,1,Divorced,Male,TRUE,Rental
35314,2,6,2,4,TRUE,67,49,800,BS,0,2,Married,Female,TRUE,Owner
35315,4,15,11,4,TRUE,48,49,300,None,6,3,Single,Female,TRUE,Rental
35316,10,6,11,1,TRUE,57,175,810,PhD,4,1,Widowed,Female,FALSE,Rental
35317,8,14,1,3,FALSE,63,125,670,MS,2,1,Separated,Female,FALSE,Owner
35318,5,9,0,3,FALSE,NaN,75,730,HS,2,1,Single,Female,FALSE,Rental
35319,1,6,5,6,FALSE,60,75,NaN,None,6,0,Married,Male,TRUE,Rental
35320,1,4,0,3,TRUE,65,310,500,HS,3,0,Separated,Male,TRUE,Rental
35321,3,6,11,6,TRUE,24,125,600,MS,3,2,Single,Male,TRUE,Owner
35322,3,8,2,6,FALSE,57,310,670,BS,3,1,Married,Female,FALSE,Owner
35323,10,13,0,6,TRUE,30,175,810,MS,5,2,Separated,Male,TRUE,Rental
35324,3,14,1,1,TRUE,50,75,NaN,None,6,3,Married,Male,FALSE,Owner
35325,3,10,0,4,TRUE,67,125,300,HS,4,3,Divorced,Male,FALSE,Owner
35326,6,6,1,1,TRUE,56,75,620,BS,1,2,Single,Female,TRUE,Rental
35327,5,15,5,4,FALSE,70,250,NaN,MS,5,0,Married,Female,FALSE,Owner
35328,0,6,1,1,FALSE,67,125,600,None,6,0,Single,Female,TRUE,Rental
35329,8,10,1,4,TRUE,67,125,500,HS,3,1,Single,Male,TRUE,Rental
35330,9,6,0,6,FALSE,22,125,760,MS,3,2,Divorced,Male,FALSE,Rental
35331,10,12,11,3,TRUE,66,49,660,BS,1,2,Divorced,Female,FALSE,Rental
35332,10,2,0,1,FALSE,77,49,800,HS,6,3,Divorced,Male,TRUE,Rental
35333,4,3,1,3,TRUE,56,175,760,MS,5,1,Single,Male,FALSE,Owner
35334,1,12,11,6,FALSE,20,75,660,None,3,3,Married,Female,FALSE,Owner
35335,6,1,2,1,FALSE,60,49,620,MS,0,1,Single,Female,TRUE,Rental
35336,2,10,11,1,FALSE,22,250,730,PhD,5,3,Separated,Female,TRUE,Rental
35337,4,11,0,6,FALSE,65,75,300,HS,6,0,Divorced,Male,TRUE,Owner
35338,3,13,5,4,TRUE,35,175,600,HS,0,0,Widowed,Female,TRUE,Owner
35339,1,6,0,4,FALSE,66,175,730,MS,3,3,Married,Male,TRUE,Owner
35340,2,4,1,3,TRUE,66,310,810,BS,5,0,Single,Male,FALSE,Owner
35341,7,6,11,4,TRUE,60,125,670,None,4,1,Divorced,Male,TRUE,Owner
35342,1,10,11,4,FALSE,57,175,850,HS,0,3,Divorced,Female,TRUE,Rental
35343,0,9,0,1,TRUE,37,250,500,PhD,0,3,Separated,Male,TRUE,Rental
35344,9,3,5,1,TRUE,50,310,760,HS,4,1,Widowed,Male,TRUE,Owner
35345,9,12,5,3,FALSE,48,310,730,None,3,3,Separated,Female,FALSE,Rental
35346,5,7,2,4,FALSE,65,49,300,PhD,3,0,Single,Male,FALSE,Owner
35347,2,4,0,3,TRUE,60,310,500,HS,1,0,Single,Male,TRUE,Rental
35348,9,10,0,1,FALSE,37,175,620,PhD,4,2,Divorced,Female,FALSE,Owner
35349,3,10,0,6,FALSE,67,49,300,PhD,3,3,Married,Male,FALSE,Owner
35350,6,8,0,3,TRUE,37,250,800,PhD,0,2,Widowed,Male,TRUE,Rental
35351,0,10,1,1,FALSE,56,125,670,MS,1,1,Married,Female,TRUE,Owner
35352,1,15,5,6,FALSE,22,75,NaN,BS,4,1,Separated,Male,FALSE,Rental
35353,2,7,5,1,FALSE,30,49,850,HS,6,0,Widowed,Male,TRUE,Owner
35354,4,11,11,6,FALSE,65,49,810,PhD,6,0,Divorced,Male,TRUE,Rental
35355,0,15,1,4,FALSE,63,49,620,MS,0,0,Separated,Male,TRUE,Rental
35356,7,14,5,3,TRUE,37,125,NaN,PhD,4,2,Widowed,Male,FALSE,Rental
35357,6,13,1,6,TRUE,50,49,800,BS,0,3,Divorced,Male,FALSE,Owner
35358,3,9,0,1,FALSE,48,125,600,None,0,1,Married,Male,TRUE,Owner
35359,2,1,5,1,TRUE,30,49,620,HS,3,1,Married,Female,TRUE,Rental
35360,4,1,2,3,TRUE,24,125,810,MS,1,2,Widowed,Male,TRUE,Rental
35361,9,13,0,4,FALSE,67,250,500,MS,1,3,Divorced,Female,FALSE,Rental
35362,5,1,2,3,TRUE,56,310,670,None,5,3,Separated,Male,FALSE,Rental
35363,10,2,11,4,TRUE,44,125,600,None,3,3,Widowed,Male,FALSE,Rental
35364,2,15,0,1,FALSE,20,310,670,PhD,5,3,Single,Female,FALSE,Owner
35365,8,7,1,6,FALSE,57,175,730,BS,5,3,Separated,Female,FALSE,Rental
35366,7,6,1,3,TRUE,24,250,660,MS,1,0,Divorced,Male,TRUE,Rental
35367,4,14,2,4,FALSE,30,310,660,HS,2,3,Married,Female,FALSE,Owner
35368,5,12,2,3,TRUE,37,310,730,PhD,5,0,Widowed,Female,FALSE,Owner
35369,3,14,2,6,FALSE,56,125,760,PhD,2,0,Widowed,Female,TRUE,Rental
35370,9,5,5,6,TRUE,48,310,620,HS,1,2,Married,Male,FALSE,Rental
35371,2,15,0,1,TRUE,37,125,600,HS,0,1,Separated,Male,TRUE,Rental
35372,6,4,5,6,FALSE,48,49,800,PhD,3,1,Widowed,Female,TRUE,Owner
35373,7,1,1,1,TRUE,70,49,660,MS,4,0,Married,Male,TRUE,Owner
35374,4,1,0,6,FALSE,30,49,300,PhD,6,2,Married,Female,FALSE,Rental
35375,1,2,2,4,TRUE,30,250,850,PhD,3,1,Married,Female,TRUE,Rental
35376,8,7,11,4,FALSE,66,75,600,None,5,3,Married,Male,FALSE,Owner
35377,7,6,5,3,FALSE,NaN,310,500,MS,4,1,Single,Female,TRUE,Owner
35378,2,14,11,1,TRUE,48,125,660,None,3,1,Single,Female,FALSE,Rental
35379,6,7,2,1,TRUE,57,125,620,BS,1,1,Single,Female,FALSE,Owner
35380,9,7,2,6,FALSE,65,175,500,None,4,3,Married,Female,TRUE,Owner
35381,9,2,5,6,FALSE,70,250,760,MS,6,0,Divorced,Male,FALSE,Owner
35382,7,9,2,4,TRUE,24,75,800,BS,6,3,Widowed,Female,FALSE,Rental
35383,8,3,0,3,FALSE,37,49,800,BS,6,0,Married,Female,FALSE,Rental
35384,0,7,0,4,TRUE,48,175,620,PhD,4,1,Divorced,Male,FALSE,Rental
35385,5,7,0,6,TRUE,70,250,760,MS,6,3,Divorced,Female,TRUE,Owner
35386,1,12,0,1,FALSE,63,310,730,HS,4,1,Divorced,Male,FALSE,Rental
35387,4,12,5,6,FALSE,40,49,810,HS,0,0,Single,Male,TRUE,Rental
35388,3,7,1,6,FALSE,57,75,300,HS,1,0,Divorced,Female,FALSE,Owner
35389,8,3,2,3,FALSE,44,175,760,MS,2,1,Married,Male,FALSE,Rental
35390,1,9,5,4,FALSE,57,250,810,None,6,1,Widowed,Male,TRUE,Owner
35391,8,6,5,4,FALSE,56,310,800,None,5,2,Single,Male,TRUE,Owner
35392,9,8,11,1,TRUE,48,250,730,MS,6,3,Divorced,Female,TRUE,Rental
35393,5,8,11,4,TRUE,24,310,810,PhD,4,3,Divorced,Female,TRUE,Rental
35394,6,3,11,6,TRUE,57,125,500,HS,5,0,Married,Male,FALSE,Owner
35395,7,5,11,4,TRUE,40,175,670,BS,6,1,Single,Male,FALSE,Owner
35396,10,2,11,4,TRUE,77,75,810,MS,4,0,Married,Female,TRUE,Rental
35397,10,15,2,4,FALSE,56,49,300,MS,2,1,Single,Male,FALSE,Rental
35398,7,10,0,4,FALSE,77,250,800,None,5,2,Widowed,Male,TRUE,Rental
35399,3,11,2,4,FALSE,56,49,660,BS,5,2,Widowed,Male,FALSE,Rental
35400,6,3,0,4,FALSE,66,175,NaN,PhD,6,0,Single,Male,FALSE,Rental
35401,3,4,0,4,FALSE,70,175,660,PhD,4,3,Single,Female,FALSE,Owner
35402,3,13,2,4,TRUE,57,75,660,PhD,5,2,Single,Male,FALSE,Owner
35403,3,8,2,1,FALSE,24,75,500,HS,5,1,Widowed,Female,FALSE,Rental
35404,0,10,0,6,TRUE,63,49,670,PhD,0,3,Widowed,Female,TRUE,Rental
35405,2,7,1,3,FALSE,57,75,620,None,6,2,Widowed,Male,FALSE,Owner
35406,5,6,5,6,FALSE,30,250,620,BS,5,1,Married,Male,TRUE,Rental
35407,1,7,2,3,TRUE,30,49,660,BS,0,3,Divorced,Male,TRUE,Owner
35408,1,10,0,3,FALSE,35,250,730,None,4,0,Divorced,Male,FALSE,Rental
35409,0,6,2,4,FALSE,24,125,730,BS,1,0,Divorced,Female,TRUE,Rental
35410,1,4,5,4,TRUE,NaN,75,800,BS,4,0,Divorced,Female,FALSE,Rental
35411,3,7,11,4,FALSE,44,175,660,HS,3,2,Married,Male,FALSE,Rental
35412,4,13,1,4,FALSE,30,125,660,BS,2,1,Widowed,Male,TRUE,Owner
35413,2,7,5,4,TRUE,22,250,760,None,1,2,Widowed,Male,TRUE,Rental
35414,2,13,11,4,TRUE,24,49,810,BS,1,1,Widowed,Male,FALSE,Rental
35415,3,9,1,3,TRUE,30,310,670,PhD,6,1,Divorced,Male,TRUE,Rental
35416,10,1,11,3,FALSE,70,75,300,None,2,0,Widowed,Female,TRUE,Rental
35417,7,7,11,6,TRUE,44,75,670,HS,6,0,Widowed,Female,FALSE,Rental
35418,10,15,5,4,FALSE,44,175,NaN,None,4,3,Widowed,Male,TRUE,Rental
35419,10,1,5,6,FALSE,63,49,730,BS,4,3,Widowed,Female,TRUE,Owner
35420,10,10,2,1,TRUE,63,75,600,None,3,3,Divorced,Male,FALSE,Rental
35421,6,13,1,4,TRUE,20,49,660,BS,0,0,Divorced,Male,TRUE,Rental
35422,2,10,11,3,FALSE,22,49,500,MS,3,0,Widowed,Female,FALSE,Owner
35423,7,5,1,3,FALSE,24,250,730,BS,3,2,Single,Male,FALSE,Owner
35424,0,9,5,1,FALSE,57,125,300,None,4,0,Divorced,Female,FALSE,Owner
35425,2,1,0,4,TRUE,57,175,300,MS,6,0,Widowed,Male,TRUE,Rental
35426,6,12,5,1,TRUE,77,49,500,PhD,5,0,Married,Male,TRUE,Rental
35427,5,14,5,6,FALSE,22,310,800,HS,4,0,Separated,Female,FALSE,Rental
35428,1,7,0,1,FALSE,NaN,310,670,MS,5,0,Separated,Male,TRUE,Owner
35429,8,6,2,4,FALSE,66,49,670,None,5,3,Married,Male,FALSE,Rental
35430,8,3,5,1,FALSE,20,75,620,None,6,1,Married,Female,FALSE,Owner
35431,6,11,2,4,TRUE,57,175,500,PhD,5,1,Married,Female,TRUE,Owner
35432,7,8,11,4,TRUE,66,250,620,MS,4,1,Divorced,Female,TRUE,Owner
35433,4,13,2,1,FALSE,50,250,660,HS,5,3,Single,Female,FALSE,Rental
35434,4,11,1,6,FALSE,67,49,NaN,MS,4,3,Widowed,Male,TRUE,Rental
35435,8,6,2,6,TRUE,70,75,760,HS,2,3,Single,Male,FALSE,Rental
35436,3,7,1,4,FALSE,67,49,760,None,3,0,Widowed,Female,FALSE,Owner
35437,10,9,0,4,TRUE,60,175,300,BS,6,3,Divorced,Male,FALSE,Rental
35438,4,7,11,4,FALSE,44,125,300,None,5,3,Separated,Male,TRUE,Owner
35439,5,6,5,1,TRUE,63,75,300,PhD,2,0,Married,Male,FALSE,Rental
35440,0,1,2,1,TRUE,30,125,760,BS,5,3,Widowed,Male,FALSE,Rental
35441,2,15,5,4,TRUE,77,250,670,MS,5,0,Separated,Male,FALSE,Owner
35442,8,9,5,4,TRUE,44,175,810,PhD,5,2,Married,Male,FALSE,Owner
35443,2,5,5,4,TRUE,24,125,810,None,6,0,Divorced,Male,TRUE,Owner
35444,3,6,1,1,TRUE,63,250,810,PhD,6,2,Single,Female,TRUE,Rental
35445,0,1,5,1,FALSE,50,75,300,BS,5,1,Separated,Male,TRUE,Rental
35446,1,9,1,4,TRUE,70,75,670,None,5,1,Separated,Male,TRUE,Rental
35447,7,4,11,3,FALSE,56,75,730,None,2,1,Single,Female,TRUE,Rental
35448,5,13,5,4,TRUE,24,49,620,MS,2,2,Married,Male,TRUE,Owner
35449,9,7,11,3,TRUE,40,310,760,PhD,0,1,Single,Female,FALSE,Rental
35450,10,12,11,6,TRUE,57,310,620,MS,3,3,Divorced,Male,FALSE,Owner
35451,5,5,11,3,TRUE,NaN,75,730,BS,1,2,Single,Male,TRUE,Owner
35452,9,10,5,3,FALSE,57,175,810,HS,4,3,Widowed,Male,TRUE,Owner
35453,3,9,2,6,TRUE,63,175,NaN,BS,3,2,Single,Male,TRUE,Rental
35454,10,5,11,4,FALSE,NaN,125,760,PhD,1,0,Divorced,Female,TRUE,Rental
35455,4,5,2,4,TRUE,50,75,500,PhD,0,2,Separated,Male,TRUE,Rental
35456,3,12,11,6,TRUE,20,310,NaN,PhD,2,0,Widowed,Male,FALSE,Owner
35457,1,9,1,6,FALSE,22,175,730,BS,4,2,Married,Female,TRUE,Rental
35458,6,7,5,6,TRUE,65,175,620,HS,1,0,Separated,Male,TRUE,Owner
35459,0,12,11,3,TRUE,65,175,850,MS,4,1,Separated,Male,FALSE,Rental
